"id","source","pmid","doi","title","authorString","journalTitle","pubYear","journalIssn","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate","pmcid","issue","journalVolume","versionNumber"
"40411755","MED","40411755","10.1093/rheumatology/keaf256","Glucocorticoids versus glucocorticoids plus cyclophosphamide in eosinophilic granulomatosis with polyangiitis without poor-prognosis factors: a target trial emulation study.","Sorin B, Papo M, Sinico RA, Teixeira VS, Venhoff N, Urban ML, Iudici M, Mahrhold J, Locatelli F, Cassone G, Schiavon F, Seeliger B, Neumann T, Feder C, Kroegel C, Groh M, Marvisi C, Samson M, Barba T, Jayne D, Troilo A, Thiel J, Hellmich B, Monti S, Montecucco C, Salvarani C, Kahn JE, Bonnotte B, Durel CA, Puéchal X, Mouthon L, Guillevin L, Emmi G, Vaglio A, Porcher R, Terrier B.","Rheumatology (Oxford)","2025","1462-0324; 1462-0332; ","keaf256","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-05-25","2025-05-24",NA,NA,NA,NA
"40135571","MED","40135571","10.1161/jaha.124.038870","Nonprescription Magnesium Supplement Use and Risk of Heart Failure in Patients With Diabetes: A Target Trial Emulation.","Cheng Y, Zullo AR, Yin Y, Shao Y, Liu S, Zeng-Treitler Q, Wu WC.","J Am Heart Assoc","2025","2047-9980","e038870","research-article; journal article","Y","Y","Y","Y","N","Y",1,"Y","Y","N","Y","N","2025-03-26","2025-03-26","PMC12132832","7","14",NA
"39705299","MED","39705299","10.1097/hep.0000000000001198","Obeticholic acid as second-line therapy for primary biliary cholangitis: Does target trial emulation solve the issue?","Bittermann T, Schaubel DE.","Hepatology","2025","0270-9139; 1527-3350; ","1629-1631","journal article","N","N","N","N","N","N",0,"Y","N","N","N","N","2024-12-20","2024-12-20",NA,"6","81",NA
"40369054","MED","40369054","10.1038/s41440-025-02218-8","Discontinuing renin-angiotensin system inhibitors after incident hyperkalemia and clinical outcomes: target trial emulation.","Hashimoto N, Sakaguchi Y, Hattori K, Kawano Y, Kawaoka T, Doi Y, Oka T, Kusunoki Y, Yamamoto S, Yamato M, Yamamoto R, Matsui I, Mizui M, Kaimori JY, Isaka Y.","Hypertens Res","2025","0916-9636; 1348-4214; ","2034-2044","research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2025-05-21","2025-05-14","PMC12229888","7","48",NA
"39543770","MED","39543770","10.1186/s13643-024-02672-4","Review of the target trial methodological approach on treatment effect estimates in kidney failure: protocol for a systematic assessment.","Pinter J, Tunnicliffe DJ, Karunikaikumar P, Anastasiadis A, Hills RK.","Syst Rev","2024","2046-4053","280","research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2024-11-16","2024-11-14","PMC11566441","1","13",NA
"40493151","MED","40493151","10.1007/s40266-025-01218-0","Real-World Harm Reduction of Metformin Plus DPP4 Inhibitors versus Metformin Plus Sulfonylureas in Older Adults: A Target Trial Emulation Using German Claims Data.","Starke P, Thürmann P, Grobe T, Friede T, Mathes T.","Drugs Aging","2025","1170-229x; 1179-1969; ","655-663","comparative study; research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","N","N","2025-06-12","2025-06-10","PMC12254066","7","42",NA
"39847725","MED","39847725","10.1164/rccm.202412-2410ed","Navigating the Nuances around Extubation Decisions and Observational Evidence.","Williamson CA, Admon AJ.","Am J Respir Crit Care Med","2025","1073-449x; 1535-4970; ","303-305","comment; editorial","Y","Y","Y","Y","N","N",0,"Y","Y","N","N","N","2025-01-24","2025-03-01","PMC11936152","3","211",NA
"40388163","MED","40388163","10.1001/jamanetworkopen.2025.11499","Antibiotic Treatment in Patients Hospitalized for Nonsevere COVID-19.","Pulia MS, Griffin M, Schwei R, Pop-Vicas A, Schulz LT, Shieh MS, Pekow P, Vaughn VM, Lindenauer PK.","JAMA Netw Open","2025","2574-3805","e2511499","research-article; journal article","Y","Y","Y","N","N","Y",0,"Y","Y","N","Y","N","2025-05-21","2025-05-01","PMC12090033","5","8",NA
"40003657","MED","40003657","10.3390/life15020248","Cohort-Based Evaluation of the Risk of Low Back Pain After Total Hip Arthroplasty: A Long-Term Study.","Gallego-Peñalver FJ, Chaure-Pardos A, Romero-de-la-Higuera SB, Gómez-Trullén EM.","Life (Basel)","2025","2075-1729","248","research-article; journal article","Y","Y","Y","Y","N","N",0,"Y","Y","N","N","Y","2025-02-26","2025-02-06","PMC11856784","2","15",NA
"39138342","MED","39138342","10.1038/s41581-024-00884-4","Improving the quality of pharmacoepidemiological studies using the target trial emulation framework.","Lambourg E.","Nat Rev Nephrol","2024","1759-5061; 1759-507x; ","769","journal article","N","N","N","N","N","N",1,"Y","N","N","Y","N","2024-08-14","2024-12-01",NA,"12","20",NA
"PPR968958","PPR",NA,"10.20944/preprints202501.1496.v1","Cohort-Based Evaluation of the Risk of Low Back Pain After Total Hip Arthroplasty: A Long-Term Study","Gallego-Peñalver FJ, Chaure-Pardos A, Romero-de-la-Higuera SB, Gómez-Trullén EM.",NA,"2025",NA,NA,"preprint","N","N","N","N","N","N",0,"N","Y","N","N","N","2025-01-23","2025-01-21",NA,NA,NA,1
"38957996","MED","38957996","10.1093/aje/kwae168","Nonbenzodiazepine hypnotics and police-reported motor vehicle crash risk among older adults: a sequential target trial emulation.","Zullo AR, Khan MA, Pfeiffer MR, Margolis SA, Ott BR, Curry AE, Bayer TA, Riester MR, Joyce NR.","Am J Epidemiol","2025","0002-9262; 1476-6256; ","662-673","research-article; journal article","N","Y","Y","Y","N","Y",2,"Y","Y","N","Y","Y","2024-07-04","2025-03-01","PMC11879583","3","194",NA
"39030720","MED","39030720","10.1093/aje/kwae217","Can metformin prevent cancer relative to sulfonylureas? A target trial emulation accounting for competing risks and poor overlap via double/debiased machine learning estimators.","Xu S, Zheng B, Su B, Finkelstein SN, Welsch R, Ng K, Shahn Z.","Am J Epidemiol","2025","0002-9262; 1476-6256; ","512-523","journal article","N","N","N","N","N","N",1,"N","Y","N","Y","N","2024-07-21","2025-02-01",NA,"2","194",NA
"PPR976428","PPR",NA,"10.1101/2025.02.07.25321814","Vaccine Effectiveness Among 5- to 17-year-old Individuals with Prior SARS-CoV-2 Infection: An EHR-Based Target Trial Emulation Study from the RECOVER Project","Chen J, Lei Y, Wu Q, Zhou T, Zhang B, Becich MJ, Bisyuk Y, Blecker S, Chrischilles EA, Christakis DA, Cowell LG, Cummins MR, Fernandez SA, Fort D, Gonzalez S, Herring SJ, Horne BD, Horowitz C, Liu M, Kim S, Mirhaji P, Mosa ASM, Muszynski JA, Paules CI, Sato A, Schwenk HT, Sengupta S, Suresh S, Taylor BW, Williams DA, He Y, Morris JS, Jhaveri R, Forrest CB, Chen Y.",NA,"2025",NA,NA,"preprint","N","N","N","N","N","N",0,"N","Y","N","N","N","2025-02-10","2025-02-08",NA,NA,NA,NA
"39415423","MED","39415423","10.1093/ndt/gfae233","Effect of mannitol on cisplatin-associated acute kidney injury: a target trial emulation.","Gupta S, Glezerman IG, Hirsch JS, Wells SL, Chen KL, Seitter RH, Monson AE, Green-Lingren O, Jhaveri KD, Page VD, Abramson MH, Bansal A, Abudayyeh A, Leaf DE.","Nephrol Dial Transplant","2025","0931-0509; 1460-2385; ","405-408","journal article","N","N","N","N","N","N",0,"Y","N","N","Y","N","2024-10-17","2025-02-01",NA,"2","40",NA
"39946994","MED","39946994","10.1016/j.ejogrb.2025.02.012","Respiratory distress after planned births compared to expectant management - Target trial emulation.","Gunnarsdottir J, Lampa E, Jonsson M, Lindström L, Einarsdottir K, Wikström AK, Hesselman S.","Eur J Obstet Gynecol Reprod Biol","2025","0301-2115; 1872-7654; ","184-190","comparative study; journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2025-02-14","2025-02-10",NA,NA,"307",NA
"39476445","MED","39476445","10.1016/j.ejca.2024.115072","Assessing the real-world effectiveness of 8 major metastatic breast cancer drugs using target trial emulation.","Antoine A, Pérol D, Robain M, Bachelot T, Choquet R, Jacot W, Ben Hadj Yahia B, Grinda T, Delaloge S, Lasset C, Drouet Y.","Eur J Cancer","2024","0959-8049; 1879-0852; ","115072","journal article","N","N","N","N","N","N",1,"Y","Y","N","Y","N","2024-11-01","2024-10-22",NA,NA,"213",NA
"40575098","MED","40575098","10.3389/fpubh.2025.1579202","Impact of lifting school mask mandates on community SARS-CoV-2 cases, hospitalizations, and deaths: a retrospective observational study.","Ertem Z, Danesharasteh A, Anand ST, Jackson NJ, Nelson RE, Schechter-Perkins EM, Fisher L, Doron S, Branch-Elliman W.","Front Public Health","2025","2296-2565","1579202","research-article; journal article; observational study","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2025-06-28","2025-06-12","PMC12198242",NA,"13",NA
"39666579","MED","39666579","10.2337/dc24-1652","Risk of Nephrolithiasis Associated With SGLT2 Inhibitors Versus DPP4 Inhibitors Among Patients With Type 2 Diabetes: A Target Trial Emulation Study.","Shin A, Shin JY, Kang EH.","Diabetes Care","2025","0149-5992; 1935-5548; ","193-201","journal article","N","N","N","N","N","N",2,"Y","Y","N","Y","N","2024-12-12","2025-02-01",NA,"2","48",NA
"39847422","MED","39847422","10.2196/65182","Estimating the Effect of Adhering to the Recommendations of the 2019 Canada's Food Guide on Health Outcomes in Older Adults: Protocol for a Target Trial Emulation.","Brassard D, Presse N, Chevalier S.","JMIR Res Protoc","2025","1929-0748","e65182","research-article; journal article","Y","Y","Y","N","N","Y",0,"Y","Y","N","Y","N","2025-01-24","2025-01-23","PMC11803328",NA,"14",NA
"39773909","MED","39773909","10.1097/ede.0000000000001812","Re: Comparison of the Test-negative Design and Cohort Design With Explicit Target Trial Emulation for Evaluating COVID-19 Vaccine Effectiveness.","Pearce N, Cerqueira-Silva T, Vandenbroucke JP.","Epidemiology","2025","1044-3983; 1531-5487; ","e1","journal article","N","N","N","N","N","N",1,"N","N","N","N","N","2025-01-11","2024-11-18",NA,"2","36",NA
"39549090","MED","39549090","10.1007/s00586-024-08555-5","Target trial emulation: complementing findings from randomised trials with observational studies.","Diong J, Ferreira M.","Eur Spine J","2025","0940-6719; 1432-0932; ","1-3","editorial","N","N","N","N","N","N",1,"Y","N","N","N","N","2024-11-18","2024-11-16",NA,"1","34",NA
"39903865","MED","39903865","10.7326/annals-24-01015","Effectiveness of the 2023-to-2024 XBB.1.5 COVID-19 Vaccines Over Long-Term Follow-up : A Target Trial Emulation.","Ioannou GN, Berry K, Rajeevan N, Li Y, Yan L, Huang Y, Lin HM, Bui D, Hynes DM, Rowneki M, Bohnert A, Boyko EJ, Iwashyna TJ, Maciejewski ML, Smith VA, Berkowitz TSZ, O'Hare AM, Viglianti EM, Aslan M, Bajema KL.","Ann Intern Med","2025","0003-4819; 1539-3704; ","348-359","journal article","N","N","N","N","N","N",2,"Y","Y","N","Y","N","2025-02-05","2025-02-04",NA,"3","178",NA
"40049929","MED","40049929","10.1016/j.jacasi.2024.12.007","Balancing Risks and Timing: Reinitiating DOACs After Intracranial Hemorrhage in Atrial Fibrillation Patients.","Lee SR.","JACC Asia","2025","2772-3747","371-373","editorial","Y","Y","Y","Y","N","N",1,"Y","Y","N","N","N","2025-03-07","2025-02-18","PMC11934040","3 pt 1","5",NA
"40130313","MED","40130313","10.1111/eci.70035","The cost of emulated target trials: Is real-world data cheaper than randomized studies?","Barosa M, Prasad V.","Eur J Clin Invest","2025","0014-2972; 1365-2362; ","e70035","journal article","N","N","N","N","N","N",0,"N","N","N","Y","N","2025-03-26","2025-03-25",NA,"7","55",NA
"40667760","MED","40667760","10.1111/tan.70320","Donor HLA Class I Evolutionary Divergence and Late Allograft Rejection After Liver Transplantation in Children: An Emulated Target Trial.","Dumortier J, Hamada S, Wischlen E, Mandier C, Laverdure N, Boillot O, Kounis I, Allain V, Hervieu V, Collardeau-Frachon S, Dubois V, Feray C.","HLA","2025","2059-2302; 2059-2310; ","e70320","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2025-07-16","2025-07-01",NA,"1","106",NA
"40364443","MED","40364443","10.1002/alz.70150","Falsification periods seen with an immediate reduction in Alzheimer's disease with semaglutide.","Widera E.","Alzheimers Dement","2025","1552-5260; 1552-5279; ","e70150","letter; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2025-05-21","2025-05-01","PMC12075090","5","21",NA
"PPR1031240","PPR",NA,"10.20944/preprints202506.0161.v1","Between Rigor and Relevance: Why the EU Hta Guidelines on Indirect Comparisons Miss the Mark","Aballéa S, Toumi M, Wojciechowski P, Clay E, Falissard B, Simoens S, Auquier P, Capri S, Ruof J, Fricke F, Bernardini R, Morales OS, Boyer L.",NA,"2025",NA,NA,"preprint","N","N","N","N","N","N",0,"N","Y","N","N","N","2025-06-06","2025-06-03",NA,NA,NA,1
"40266152","MED","40266152","10.3390/vaccines13030272","A Post-Authorisation Safety Study of a Respiratory Syncytial Virus Vaccine in Pregnant Women and Their Offspring in a Real-World Setting: Generic Protocol for a Target Trial Emulation.","de Bruin O, Nab L, Choi J, Ryan O, Uh HW, Ahmadizar F, Shmuel S, Rubino H, Bloemenkamp K, de Luise C, Sturkenboom M.","Vaccines (Basel)","2025","2076-393x","272","research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","N","N","2025-04-24","2025-03-05","PMC11945849","3","13",NA
"40617484","MED","40617484","10.1016/j.ijcard.2025.133543","Real-world comparative effectiveness of angiotensin-neprilysin inhibition versus angiotensin receptor blockers in acute myocardial infarction.","Tang S, Li L, Chen H, Aa G, Liu H, Jiang S, Wang Y, Yang Q, Sun P, Zhou X, Li Y.","Int J Cardiol","2025","0167-5273; 1874-1754; ","133543","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-07-09","2025-07-03",NA,NA,"438",NA
"PPR925110","PPR",NA,"10.21203/rs.3.rs-5237664/v1","Association between the Rotavirus Vaccine and Intussusception in China: Study Protocol for Target Trial Emulation","Wang Y, Liu Z, Gào X, Yang J, Zhang M, Zhan S.",NA,"2024",NA,NA,"preprint","N","N","N","N","N","N",0,"N","Y","N","N","N","2024-10-17","2024-10-15",NA,NA,NA,1
"40572012","MED","40572012","10.1002/alz.70422","Targeting dementia prevention with semaglutide: The case for APOE4 homozygotes.","Daly T, Imbimbo BP.","Alzheimers Dement","2025","1552-5260; 1552-5279; ","e70422","letter","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2025-06-28","2025-06-01","PMC12202457","6","21",NA
"39588897","MED","39588897","10.1056/nejmp2407586","""Target Trial Emulation"" for Observational Studies - Potential and Pitfalls.","Hubbard RA, Gatsonis CA, Hogan JW, Hunter DJ, Normand ST, Troxel AB.","N Engl J Med","2024","0028-4793; 1533-4406; ","1975-1977","journal article","N","N","N","N","N","N",8,"N","N","N","Y","N","2024-11-26","2024-11-23",NA,"21","391",NA
"39964106","MED","39964106","10.1080/22221751.2025.2469648","Effectiveness of nirmatrelvir/ritonavir and molnupiravir on post-COVID-19 outcomes among outpatients: a target trial emulation investigation.","Wei Y, Boyer C, Jia KM, Lin G, Wang H, Li C, Hung CT, Jiang X, Yam CHK, Chow TY, Wang Y, Zhao S, Guo Z, Li K, Yang A, Mok CKP, Hui DSC, Chong KC, Yeoh EK.","Emerg Microbes Infect","2025","2222-1751","2469648","research-article; journal article; observational study","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2025-02-19","2025-03-04","PMC11881657","1","14",NA
"40602532","MED","40602532","10.1016/j.diabres.2025.112357","Impact of SGLT2 inhibitors on kidney health and survival in patients with polycystic kidney disease and type 2 diabetes.","Yen FS, Huang JY, Dong C, Hwu CM, Hsu CC, Wei JC.","Diabetes Res Clin Pract","2025","0168-8227; 1872-8227; ","112357","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-07-07","2025-06-30",NA,NA,"226",NA
"39761590","MED","39761590","10.7326/annals-24-03237","Cardiovascular Safety and Fracture Prevention Effectiveness of Denosumab Versus Oral Bisphosphonates in Patients Receiving Dialysis : A Target Trial Emulation.","Masuda S, Fukasawa T, Matsuda S, Kawakami K.","Ann Intern Med","2025","0003-4819; 1539-3704; ","167-176","comparative study; journal article; observational study","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-01-15","2025-01-07",NA,"2","178",NA
"39250146","MED","39250146","10.1001/jamainternmed.2024.4435","Charting the Waters of Sickle Cell Disease With Target Trial Emulation.","Ruhl AP, Hsieh MM, Stuart EA.","JAMA Intern Med","2024","2168-6106; 2168-6114; ","1372-1373","journal article","N","N","N","N","N","N",0,"Y","N","N","Y","N","2024-09-10","2024-11-01",NA,"11","184",NA
"39490317","MED","39490317","10.1016/j.jsams.2024.09.007","The intention-to-treat effect of changes in planned participation on injury risk in adolescent ice hockey players: A target trial emulation.","Wang C, Eliason P, Galarneau JM, Emery CA, Yusuf S, Steele RJ, Kaufman JS, Shrier I.","J Sci Med Sport","2025","1440-2440; 1878-1861; ","132-139","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2024-11-05","2024-10-02",NA,"2","28",NA
"39745797","MED","39745797","10.1093/aje/kwae471","Adjusting for Selection Bias Due to Missing Eligibility Criteria in Emulated Target Trials.","Benz L, Mukherjee R, Wang R, Arterburn D, Fischer H, Lee C, Shortreed SM, Haneuse S.","Am J Epidemiol","2024","0002-9262; 1476-6256; ","kwae471","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-01-02","2024-12-26",NA,NA,NA,NA
"40381177","MED","40381177","10.1007/s40121-025-01164-9","Efficacy, Safety, and Cost-Effectiveness Analysis of Ceftazidime-Avibactam versus Polymyxin B in the Treatment of Carbapenem-Resistant Enterobacteriaceae Infections: A Target Trial Emulation.","Hu N, Xiao F, Chen Y, Gu Q, Liang P, Xu Y, Liu J, Liu Y, Li YC, Xu Y, Liu M, Chen D, Zhang H.","Infect Dis Ther","2025","2193-8229; 2193-6382; ","1419-1437","research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","N","N","2025-05-21","2025-05-17","PMC12271043","7","14",NA
"39556837","MED","39556837","10.7326/m24-0013","The Effect of Denosumab on Risk for Emergently Treated Hypocalcemia by Stage of Chronic Kidney Disease : A Target Trial Emulation.","Bird ST, Gelperin K, Smith ER, Jung TH, Lyu H, Thompson A, Easley O, Naik KB, Zhao Y, Kambhampati R, Wernecke M, Niak A, Zemskova M, Chillarige Y, Kelman JA, Graham DJ.","Ann Intern Med","2025","0003-4819; 1539-3704; ","29-38","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2024-11-18","2024-11-19",NA,"1","178",NA
"39418202","MED","39418202","10.1093/jnci/djae260","Glucagon-like peptide-1 receptor agonists and pancreatic cancer risk: target trial emulation using real-world data.","Wang L, Wang Q, Li L, Kaelber DC, Xu R.","J Natl Cancer Inst","2025","0027-8874; 1460-2105; ","476-485","journal article","N","N","N","N","N","N",7,"Y","Y","N","Y","N","2024-10-18","2025-03-01",NA,"3","117",NA
"39985508","MED","39985508","10.1016/j.jcin.2024.11.036","Effect of Sodium-Glucose Cotransporter-2 Inhibitors on the Progression of Aortic Stenosis.","Shah T, Zhang Z, Shah H, Fanaroff AC, Nathan AS, Parise H, Lutz J, Sugeng L, Bellumkonda L, Redfors B, Omerovic E, Petrie MC, Vora AN, Fiorilli PN, Kobayashi T, Ahmad Y, Forrest JK, Giri JS, Herrmann HC, Lansky AJ.","JACC Cardiovasc Interv","2025","1936-8798; 1876-7605; ","738-748","journal article","N","N","N","N","N","N",4,"Y","Y","N","Y","N","2025-02-23","2025-02-19",NA,"6","18",NA
"40472935","MED","40472935","10.1016/j.jiac.2025.102744","Vancomycin-associated acute kidney injury and its clinical and economic impact: a retrospective cohort study using two Japanese healthcare databases.","Murakami S, Ishiyama A, Otogawa S, Sakai R, Akazawa M.","J Infect Chemother","2025","1341-321x; 1437-7780; ","102744","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-06-11","2025-06-03",NA,"7","31",NA
"39305301","MED","39305301","10.1007/s00586-024-08495-0","Fusion versus decompression alone for lumbar degenerative spondylolisthesis and spinal stenosis: a target trial emulation with index trial benchmarking.","Unterfrauner I, Muñoz Laguna J, Serra-Burriel M, Burgstaller JM, Uçkay I, Farshad M, Hincapié CA.","Eur Spine J","2024","0940-6719; 1432-0932; ","4281-4291","comparative study; journal article","N","N","N","N","N","N",2,"Y","Y","N","Y","N","2024-09-22","2024-09-21",NA,"11","33",NA
"40425936","MED","40425936","10.1007/s43441-025-00780-4","Review of Recent Pharmacoepidemiologic Post-Market Safety Studies Through the Lens of the Estimand Framework.","Ma Y, Haddad J, Liu W, Snyder E, Bennett D, Mayo S.","Ther Innov Regul Sci","2025","2168-4790; 2168-4804; ",NA,"review; journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2025-05-28","2025-05-27",NA,NA,NA,NA
"PMC12131448","PMC",NA,NA,"Effect of initiation of invasive ventilation in acute hypoxemic respiratory failure using sequential trials: treatment efficacy instead of timing","Reep C, Heunks L, Wils E.","Crit Care","2025","1364-8535; 1466-609x; ",NA,"letter","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2025-06-06","2025-01-01","PMC12131448","1","29",NA
"PPR954096","PPR",NA,"10.1101/2024.12.10.24318773","Comparative Effectiveness of Rituximab and Cladribine in Relapsing-Remitting Multiple Sclerosis: A Target Trial Emulation","Rød BE, Høgestøl EA, Torkildsen Ø, Bjørnevik K, Gran JM, Øverås MH, König M, Celius EG, Myhr K, Wergeland S, Nygaard GO.",NA,"2024",NA,NA,"preprint","N","N","N","N","N","N",0,"N","Y","N","Y","N","2024-12-15","2024-12-12",NA,NA,NA,NA
"PMC12227900","PMC",NA,NA,"Hypomethylating agent versus venetoclax combination: an electronic health records-based target trial emulation among Asian elderly patients with newly diagnosed acute myeloid leukaemia in Hong Kong",NA,"Therapeutic Advances in Hematology","2025","2040-6207",NA,"brief-report; brief report","Y","Y","Y","Y","N","Y",0,"N","Y","N","N","Y","2025-07-07","2025-01-01","PMC12227900",NA,"16",NA
"40208261","MED","40208261","10.1093/cid/ciaf087","Target Trial Emulation of Severe Acute Respiratory Syndrome Coronavirus 2 Infection Versus No Infection and Risk of Post-Coronavirus Disease 2019 Conditions in the Omicron Variant Versus Prior Eras.","Ioannou GN, Berry K, Rajeevan N, Li Y, Yan L, Huang Y, Bui D, Hynes DM, Rowneki M, Hickok A, Niederhausen M, Shahoumian TA, Bohnert A, Boyko EJ, Korpak A, Fox A, Baraff A, Iwashyna TJ, Maciejewski ML, Smith VA, Berkowitz TSZ, Pura JA, Hebert P, Wong ES, O'Hare AM, Osborne TF, Viglianti EM, Aslan M, Bajema KL.","Clin Infect Dis","2025","1058-4838; 1537-6591; ","ciaf087","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-04-11","2025-04-10",NA,NA,NA,NA
"39523495","MED","39523495","10.1111/1756-185x.15406","Safety outcomes of tocilizumab and tofacitinib treatment for rheumatoid arthritis: Target trial emulation.","Fang YF, Chang SH, Kuo CF, See LC.","Int J Rheum Dis","2024","1756-1841; 1756-185x; ","e15406","comparative study; journal article","N","N","N","N","N","N",1,"Y","Y","N","N","N","2024-11-16","2024-11-01",NA,"11","27",NA
"PPR915086","PPR",NA,"10.21203/rs.3.rs-4938319/v1","Association of a high-protein and low-glycemic-index diet during pregnancy with offspring growth and obesity until the age of 18 years – a target trial emulation","Mogensen C, Mølgaard C, Magkos F, Geiker N, Bjerregaard A, Granström C, Halldorsson T, Olsen S.",NA,"2024",NA,NA,"preprint","N","N","N","N","N","N",0,"Y","Y","N","N","N","2024-09-26","2024-09-24",NA,NA,NA,1
"39847346","MED","39847346","10.1001/jamaoto.2024.4852","GLP-1RA Use and Thyroid Cancer Risk.","Brito JP, Herrin J, Swarna KS, Singh Ospina NM, Montori VM, Toro-Tobon D, Umpierrez GE, Galindo RJ, Deng Y, Mickelson MM, Shao H, Polley EC, McCoy RG.","JAMA Otolaryngol Head Neck Surg","2025","2168-6181; 2168-619x; ","243-252","journal article","N","N","N","N","N","N",6,"Y","Y","N","Y","N","2025-01-24","2025-03-01",NA,"3","151",NA
"39159770","MED","39159770","10.1016/j.jclinepi.2024.111504","Target trial emulation using new comorbidity indices provided risk estimates comparable to a randomized trial.","Westerberg M, Garmo H, Robinson D, Stattin P, Gedeborg R.","J Clin Epidemiol","2024","0895-4356; 1878-5921; ","111504","journal article; observational study","N","N","N","N","N","N",5,"N","Y","N","Y","N","2024-08-23","2024-08-17",NA,NA,"174",NA
"40439266","MED","40439266","10.1002/jhm.70089","Hospitalization costs associated with as-needed blood pressure medication use in the Veterans Healthcare System.","Yang S, Westanmo A, Bounthavong M, Shorr R, Park H, Lo-Ciganic W, Canales M.","J Hosp Med","2025","1553-5592; 1553-5606; ",NA,"journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2025-05-31","2025-05-29",NA,NA,NA,NA
"39515454","MED","39515454","10.1016/j.ajo.2024.10.029","Sodium-Glucose Cotransporter 2 Inhibitors for the Primary Prevention of Glaucoma in Patients With Type 2 Diabetes: A Target Trial Emulation.","Eng K, Zebardast N, Boland MV, Lo JE, Swaminathan SS, Friedman DS, Ma KS.","Am J Ophthalmol","2025","0002-9394; 1879-1891; ","286-298","multicenter study; journal article; observational study","N","N","N","N","N","N",4,"Y","Y","N","Y","N","2024-11-15","2024-11-06",NA,NA,"271",NA
"40220505","MED","40220505","10.1016/j.jiph.2025.102767","Early fungal colonization and infection as an independent predictor of in-hospital mortality in mechanically ventilated COVID-19 patients: A nationwide target trial emulation study in Taiwan.","Wu YK, Chung HW, Chen WC, Yang KY, Jao LY, Chang HT, Tseng CH, Chen TT, Ku SC, Huang TT, Chiu TH, Kao KC, Wang CJ, Wang CH, Yang TB, Suk CW, Peng CK, Shen CH, Chien YS, Kuo LK, Lin CC, Lin CM, Liu WL, Wu HP, Chiu MH, Chan MC, Lin CM, Lee CS, Chang CH, Keng LT, Chen HC, Chen YT, Chang SC, Lai YC, Chen CM, Fang WF, Su WL.","J Infect Public Health","2025","1876-0341; 1876-035x; ","102767","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2025-04-13","2025-04-08",NA,"7","18",NA
"40580781","MED","40580781","10.1016/j.genhosppsych.2025.06.010","Risk of self-harm and overdose after starting buprenorphine for opioid use disorder.","Simon GE, Shortreed SM, Johnson E, Ahmedani BK, Sterling SA, Campbell CI, Hechter RC, Ziebell RA, Parthasarathy S.","Gen Hosp Psychiatry","2025","0163-8343; 1873-7714; ","90-96","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2025-07-01","2025-06-24",NA,NA,"96",NA
"PPR923866","PPR",NA,"10.1101/2024.10.11.24315285","The impact of differentiated service delivery (DSD) on retention in care and viral suppression in South Africa: A target trial emulation of routine care data","Huber AN, Jamieson L, Fox MP, Manganye M, Malala L, Chidarikire T, Khoza N, Nichols BE, Rosen S, Pascoe S.",NA,"2024",NA,NA,"preprint","N","N","N","N","N","N",0,"N","Y","N","Y","N","2024-10-15","2024-10-13",NA,NA,NA,NA
"40493366","MED","40493366","10.1001/jamanetworkopen.2025.14508","Oseltamivir Treatment vs Supportive Care for Seasonal Influenza Requiring Hospitalization.","Bai AD, Srivastava S, Al Baluki T, Razak F, Verma AA.","JAMA Netw Open","2025","2574-3805","e2514508","research-article; journal article","Y","Y","Y","N","N","Y",0,"Y","Y","N","Y","N","2025-06-12","2025-06-02","PMC12152703","6","8",NA
